,Fumador,Edad,Escolaridad,Ingreso,Pcigs79
603,0,35,10.0,20000,57.3
604,1,70,12.0,12500,57.3
605,0,58,12.0,20000,57.3
606,0,54,12.0,30000,57.3
607,1,23,12.0,20000,57.3
608,0,51,12.0,30000,57.3
609,1,51,8.0,12500,57.3
610,1,56,12.0,20000,57.3
611,1,27,12.0,20000,57.3
612,0,25,12.0,12500,57.3
613,0,72,10.0,8500,57.3
614,1,51,8.0,20000,57.3
615,0,44,16.0,30000,57.3
616,0,72,18.0,12500,57.3
617,1,43,12.0,30000,57.3
618,0,33,12.0,30000,57.3
619,0,67,8.0,6500,57.3
620,1,71,8.0,2500,57.3
621,0,84,13.5,20000,57.3
622,1,41,12.0,30000,57.3
623,1,32,10.0,20000,57.3
624,0,51,8.0,4500,57.3
625,0,46,18.0,20000,57.3
626,0,25,18.0,12500,57.3
627,1,18,12.0,8500,57.3
628,0,58,12.0,30000,57.3
629,1,35,12.0,30000,57.3
630,1,30,12.0,30000,57.3
631,1,31,12.0,12500,57.3
632,0,19,12.0,12500,59.5
633,0,40,12.0,30000,59.5
634,1,45,10.0,12500,59.5
635,0,18,10.0,30000,59.5
636,0,71,18.0,12500,63.1
637,0,61,10.0,20000,63.1
638,1,33,12.0,30000,63.1
639,0,45,18.0,30000,55.3
640,0,36,18.0,30000,55.3
641,1,24,13.5,20000,55.3
642,1,32,16.0,12500,55.3
643,0,58,12.0,20000,66.4
644,1,61,12.0,30000,66.4
645,0,70,16.0,30000,66.4
646,0,55,16.0,30000,66.4
647,1,25,13.5,30000,66.4
648,0,67,6.0,12500,66.4
649,0,38,12.0,20000,66.4
650,0,65,10.0,30000,66.4
651,0,41,13.5,30000,66.4
652,1,29,16.0,30000,66.4
653,0,23,16.0,12500,66.4
654,0,67,6.0,4500,66.4
655,0,32,16.0,12500,66.4
656,1,69,12.0,8500,66.4
657,0,18,10.0,6500,66.4
658,1,50,12.0,20000,66.4
659,1,31,12.0,12500,66.4
660,0,55,12.0,20000,66.4
661,0,39,8.0,12500,66.4
662,0,51,12.0,30000,66.4
663,0,66,8.0,20000,66.4
664,0,73,8.0,8500,66.4
665,1,28,13.5,8500,66.4
666,0,20,15.0,30000,66.4
667,0,60,13.5,20000,66.4
668,0,19,12.0,30000,66.4
669,0,56,18.0,30000,66.4
670,0,23,13.5,12500,66.4
671,1,17,10.0,30000,66.4
672,1,67,6.0,12500,66.4
673,0,53,12.0,30000,66.4
674,1,65,2.5,6500,66.4
675,0,59,12.0,12500,66.4
676,0,35,12.0,20000,66.4
677,1,28,15.0,30000,66.4
678,0,42,12.0,8500,66.4
679,0,27,18.0,30000,66.4
680,0,53,16.0,20000,66.4
681,1,32,12.0,20000,66.4
682,0,33,13.5,20000,66.4
683,0,50,8.0,8500,66.4
684,1,32,12.0,20000,66.4
685,0,31,18.0,20000,66.4
686,0,24,12.0,20000,66.4
687,0,25,16.0,20000,66.4
688,0,56,12.0,8500,66.4
689,1,31,12.0,20000,66.4
690,1,49,10.0,20000,66.4
691,1,25,10.0,30000,66.4
692,0,75,18.0,30000,66.4
693,1,28,13.5,12500,66.4
694,1,25,12.0,8500,62.6
695,0,25,12.0,20000,62.6
696,0,39,18.0,30000,62.6
697,0,84,0.0,4500,64.4
698,0,75,10.0,8500,64.4
699,0,62,8.0,30000,64.4
700,0,36,18.0,30000,64.4
701,0,41,12.0,30000,64.4
702,1,45,10.0,20000,64.4
703,1,23,12.0,20000,64.4
704,0,42,16.0,30000,64.4
705,1,49,12.0,20000,64.4
706,0,64,12.0,12500,64.4
707,1,19,8.0,8500,64.4
708,1,58,12.0,12500,64.4
709,0,24,12.0,20000,64.4
710,0,32,16.0,20000,64.4
711,1,64,8.0,12500,64.4
712,0,60,12.0,4500,64.4
713,0,75,12.0,12500,64.4
714,1,48,12.0,30000,64.4
715,0,29,2.5,12500,64.4
716,1,28,12.0,30000,64.4
717,0,53,12.0,3500,64.4
718,1,23,12.0,30000,64.4
719,1,57,8.0,20000,64.4
720,1,51,12.0,20000,64.4
721,0,64,10.0,20000,64.4
722,1,36,13.5,30000,64.4
723,1,56,12.0,30000,64.4
724,1,38,12.0,3500,64.4
725,0,79,2.5,1500,64.4
726,1,44,12.0,20000,64.4
727,1,25,10.0,3500,64.4
728,1,50,18.0,30000,64.4
729,1,24,12.0,12500,64.4
730,0,17,10.0,20000,64.4
731,0,23,16.0,20000,64.4
732,0,50,13.5,12500,64.4
733,0,18,12.0,30000,64.4
734,1,31,10.0,12500,64.4
735,0,30,18.0,20000,64.4
736,0,68,13.5,30000,64.4
737,0,26,12.0,20000,64.4
738,1,47,6.0,12500,64.4
739,0,62,15.0,12500,64.4
740,0,19,12.0,20000,64.4
741,0,57,10.0,12500,64.4
742,0,63,16.0,30000,64.4
743,0,30,16.0,30000,64.4
744,1,34,12.0,20000,64.4
745,1,34,18.0,30000,64.4
746,1,38,13.5,20000,64.4
747,0,34,12.0,20000,64.4
748,0,43,13.5,12500,64.4
749,0,58,16.0,30000,64.4
750,1,45,13.5,30000,64.4
751,1,23,13.5,12500,64.4
752,1,28,16.0,20000,64.4
753,0,48,10.0,20000,64.4
754,0,28,16.0,20000,64.4
755,1,24,12.0,8500,64.4
756,1,35,8.0,12500,64.4
757,1,26,13.5,12500,64.4
758,0,27,18.0,30000,64.4
759,0,50,16.0,30000,64.4
760,0,59,10.0,12500,64.4
761,1,56,10.0,20000,64.4
762,1,59,10.0,20000,64.4
763,1,28,8.0,12500,64.4
764,0,51,12.0,20000,64.4
765,1,58,13.5,20000,64.4
766,1,47,16.0,30000,64.4
767,1,20,12.0,30000,64.4
768,0,33,12.0,12500,64.4
769,0,56,13.5,12500,64.4
770,0,36,15.0,30000,64.4
771,0,38,13.5,20000,64.4
772,1,52,16.0,20000,64.4
773,1,45,15.0,20000,64.4
774,1,22,12.0,12500,64.4
775,0,19,12.0,2500,64.4
776,1,36,6.0,6500,64.4
777,1,71,2.5,8500,64.4
778,1,42,13.5,30000,64.4
779,1,54,13.5,30000,64.4
780,0,70,10.0,6500,64.4
781,0,61,13.5,30000,64.4
782,0,60,12.0,30000,64.4
783,0,17,10.0,12500,64.4
784,0,40,18.0,30000,64.4
785,0,58,10.0,20000,64.4
786,1,26,10.0,20000,64.4
787,1,39,13.5,20000,64.4
788,0,32,12.0,30000,64.4
789,1,55,10.0,20000,64.4
790,0,42,18.0,30000,64.4
791,0,20,12.0,6500,64.4
792,0,61,10.0,30000,64.4
793,0,41,12.0,12500,64.4
794,0,49,10.0,12500,64.4
795,0,36,16.0,20000,64.4
796,0,58,12.0,12500,64.4
797,0,52,6.0,20000,64.4
798,0,38,15.0,20000,64.4
799,1,28,12.0,6500,64.4
800,1,54,12.0,12500,64.4
801,0,60,16.0,4500,64.4
802,0,35,12.0,20000,64.4
803,0,62,12.0,12500,64.4
804,1,32,12.0,20000,64.4
805,0,37,0.0,20000,64.4
806,0,29,13.5,20000,64.4
807,0,18,10.0,20000,64.4
808,0,52,6.0,20000,64.4
809,1,18,8.0,8500,64.4
810,1,27,12.0,30000,64.4
811,0,25,13.5,20000,64.4
812,0,53,10.0,30000,64.4
813,0,81,8.0,12500,64.4
814,0,27,18.0,20000,64.4
815,0,38,13.5,30000,64.4
816,0,38,15.0,30000,64.4
817,0,33,13.5,12500,64.4
818,0,64,10.0,8500,64.4
819,1,17,10.0,12500,64.4
820,0,26,18.0,8500,64.4
821,0,20,13.5,20000,64.4
822,0,54,6.0,20000,64.4
823,0,18,10.0,3500,64.4
824,0,47,12.0,500,64.4
825,0,30,12.0,20000,64.4
826,1,37,6.0,20000,64.4
827,0,20,12.0,30000,64.4
828,1,27,10.0,3500,64.4
829,0,41,16.0,20000,64.4
830,1,35,16.0,1500,64.4
831,1,39,18.0,30000,64.4
832,1,59,16.0,30000,64.4
833,1,35,13.5,20000,47.3
834,0,22,13.5,6500,47.3
835,0,22,12.0,20000,47.3
836,1,53,13.5,20000,47.3
837,0,38,12.0,30000,47.3
838,1,38,6.0,8500,47.3
839,1,28,12.0,12500,47.3
840,1,66,13.5,12500,47.3
841,0,60,13.5,20000,47.3
842,1,25,12.0,12500,47.3
843,0,74,6.0,4500,47.3
844,1,32,12.0,30000,47.3
845,0,50,16.0,500,47.3
846,0,25,16.0,12500,47.3
847,0,55,18.0,30000,47.3
848,0,20,13.5,500,47.3
849,1,19,12.0,30000,47.3
850,0,26,12.0,12500,47.3
851,1,27,12.0,3500,47.3
852,0,29,18.0,20000,47.3
853,0,30,12.0,12500,47.3
854,0,32,18.0,12500,47.3
855,0,86,12.0,4500,47.3
856,1,40,13.5,30000,47.3
857,0,69,6.0,20000,47.3
858,1,42,10.0,8500,47.3
859,0,31,10.0,12500,47.3
860,0,70,16.0,30000,58.7
861,0,21,13.5,12500,58.7
862,1,59,8.0,20000,58.7
863,0,79,6.0,8500,58.7
864,1,33,18.0,30000,58.7
865,1,21,12.0,12500,58.7
866,0,44,12.0,12500,58.7
867,1,53,13.5,30000,58.7
868,0,44,12.0,12500,58.7
869,0,72,13.5,8500,58.7
870,1,45,12.0,20000,58.7
871,0,51,16.0,20000,58.7
872,1,35,8.0,20000,58.7
873,0,55,12.0,20000,58.7
874,1,24,12.0,6500,58.7
875,0,45,18.0,30000,58.7
876,0,17,10.0,12500,58.7
877,1,21,12.0,30000,58.7
878,0,23,16.0,8500,58.7
879,0,41,16.0,20000,58.7
880,0,66,18.0,8500,58.7
881,0,43,18.0,30000,58.7
882,1,41,12.0,20000,58.7
883,1,30,16.0,20000,58.7
884,0,83,6.0,3500,58.7
885,0,48,16.0,20000,58.7
886,0,57,12.0,30000,58.7
887,1,26,12.0,20000,58.7
888,1,58,12.0,8500,58.7
889,1,31,12.0,12500,58.7
890,0,41,16.0,20000,58.7
891,0,25,13.5,20000,58.7
892,0,47,12.0,30000,58.7
893,0,24,12.0,8500,58.7
894,0,30,12.0,20000,58.7
895,1,30,12.0,8500,58.7
896,0,19,13.5,2500,58.7
897,0,64,8.0,30000,58.7
898,0,36,12.0,20000,58.7
899,1,56,12.0,30000,58.7
900,1,45,10.0,30000,58.7
901,1,43,10.0,30000,58.7
902,1,25,12.0,20000,58.7
903,0,23,13.5,12500,58.7
904,0,32,13.5,30000,58.7
905,0,18,12.0,20000,58.7
906,0,75,10.0,8500,58.7
907,1,59,6.0,20000,58.7
908,1,35,12.0,30000,58.7
909,1,58,8.0,12500,58.7
910,0,70,12.0,2500,58.7
911,0,63,12.0,12500,58.7
912,0,22,15.0,12500,58.7
913,1,49,12.0,20000,58.7
914,1,21,10.0,12500,58.7
915,1,17,10.0,3500,58.7
916,0,66,10.0,12500,58.7
917,0,50,12.0,30000,58.7
918,0,61,10.0,20000,58.7
919,1,19,12.0,20000,58.7
920,0,26,16.0,1500,58.7
921,0,51,16.0,30000,58.7
922,0,50,10.0,20000,58.7
923,1,30,12.0,20000,62.9
924,1,42,12.0,20000,62.9
925,1,26,13.5,4500,62.9
926,0,36,12.0,12500,62.9
927,1,62,2.5,12500,62.9
928,0,57,12.0,30000,62.9
929,0,19,12.0,30000,62.9
930,0,55,12.0,20000,62.9
931,0,54,8.0,30000,54.0
932,0,35,16.0,30000,54.0
933,1,61,10.0,30000,54.0
934,1,43,12.0,30000,54.0
935,0,37,18.0,20000,54.0
936,0,72,13.5,8500,54.0
937,0,60,12.0,20000,54.0
938,0,22,15.0,2500,54.0
939,0,66,12.0,8500,54.0
940,1,63,12.0,12500,54.0
941,0,21,13.5,20000,54.0
942,0,18,12.0,500,54.0
943,0,19,12.0,12500,61.3
944,0,71,8.0,12500,61.3
945,1,35,12.0,30000,61.3
946,1,23,12.0,12500,61.3
947,0,26,12.0,12500,61.3
948,0,84,8.0,6500,61.3
949,1,22,12.0,12500,61.3
950,0,27,16.0,30000,61.3
951,0,68,10.0,6500,61.3
952,1,46,12.0,30000,61.3
953,0,55,10.0,30000,61.3
954,0,80,8.0,8500,61.3
955,1,60,18.0,5500,61.3
956,0,27,16.0,12500,61.3
957,0,53,8.0,30000,61.3
958,1,36,12.0,12500,61.3
959,0,25,12.0,30000,61.3
960,0,26,13.5,20000,61.3
961,1,57,8.0,20000,61.3
962,0,70,13.5,8500,61.3
963,0,18,12.0,30000,61.3
964,0,68,6.0,12500,61.3
965,1,61,12.0,8500,61.3
966,1,53,16.0,30000,61.3
967,1,53,12.0,30000,61.3
968,1,45,18.0,30000,61.3
969,0,35,8.0,8500,61.3
970,0,25,12.0,20000,61.3
971,0,67,12.0,30000,61.3
972,1,27,16.0,20000,61.3
973,0,35,18.0,30000,61.3
974,0,57,12.0,30000,61.3
975,1,37,12.0,20000,61.3
976,0,35,13.5,20000,61.3
977,1,41,12.0,20000,61.3
978,1,46,8.0,12500,61.3
979,0,35,18.0,20000,61.3
980,0,40,18.0,30000,61.3
981,1,31,13.5,20000,61.3
982,1,32,18.0,5500,61.3
983,0,80,8.0,12500,61.3
984,0,19,13.5,30000,61.3
985,1,30,12.0,3500,61.3
986,0,19,13.5,3500,61.3
987,0,56,12.0,30000,61.3
988,0,17,10.0,3500,61.3
989,0,77,6.0,8500,61.3
990,1,29,12.0,20000,61.3
991,1,60,12.0,12500,61.3
992,1,38,13.5,30000,61.3
993,1,65,8.0,12500,61.3
994,1,60,12.0,20000,61.3
995,1,58,10.0,30000,61.3
996,0,67,8.0,8500,61.3
997,0,69,8.0,8500,61.3
998,0,23,13.5,30000,61.3
999,1,59,10.0,30000,61.3
1000,0,57,12.0,12500,61.3
1001,1,34,18.0,8500,61.3
1002,0,57,16.0,30000,61.3
1003,1,27,10.0,8500,61.3
1004,0,54,13.5,20000,61.3
1005,0,20,12.0,12500,61.3
1006,0,42,10.0,12500,61.3
1007,0,54,15.0,30000,61.3
1008,1,45,12.0,30000,61.3
1009,0,66,8.0,8500,61.3
1010,0,44,8.0,20000,61.3
1011,0,29,12.0,12500,60.0
1012,0,70,10.0,12500,60.0
1013,1,38,12.0,20000,60.0
1014,0,23,12.0,12500,60.0
1015,1,21,13.5,30000,52.3
1016,0,58,10.0,6500,52.3
1017,0,32,6.0,2500,52.3
1018,1,20,10.0,12500,52.3
1019,1,30,16.0,20000,52.3
1020,0,42,18.0,30000,52.3
1021,1,35,12.0,6500,52.3
1022,0,54,12.0,12500,52.3
1023,0,85,0.0,6500,52.3
1024,0,24,15.0,12500,52.3
1025,0,29,18.0,20000,60.3
1026,0,55,16.0,30000,60.3
1027,0,35,16.0,30000,60.3
1028,0,24,13.5,8500,60.3
1029,1,59,16.0,20000,60.3
1030,1,22,13.5,30000,60.3
1031,1,70,8.0,2500,60.3
1032,0,31,12.0,20000,60.3
1033,0,55,2.5,12500,60.3
1034,0,20,15.0,500,60.3
1035,0,71,8.0,1500,60.3
1036,1,18,12.0,30000,60.3
1037,1,35,18.0,12500,60.3
1038,1,66,12.0,12500,60.3
1039,1,27,12.0,20000,60.3
1040,1,23,12.0,30000,60.3
1041,0,30,12.0,20000,63.7
1042,1,18,12.0,20000,63.7
1043,1,19,12.0,4500,63.7
1044,0,19,10.0,20000,63.7
1045,0,42,16.0,30000,63.7
1046,0,29,13.5,30000,63.7
1047,0,60,10.0,12500,63.7
1048,0,52,10.0,20000,63.7
1049,1,26,15.0,20000,63.7
1050,1,49,6.0,5500,63.7
1051,0,31,8.0,8500,63.7
1052,0,75,6.0,8500,63.7
1053,0,49,10.0,30000,63.7
1054,0,71,10.0,6500,63.7
1055,0,78,12.0,12500,63.7
1056,1,36,12.0,20000,63.7
1057,1,32,13.5,12500,63.7
1058,1,64,10.0,20000,63.7
1059,1,21,12.0,20000,63.7
1060,0,35,10.0,12500,63.7
1061,0,82,12.0,12500,63.7
1062,0,71,8.0,8500,63.7
1063,0,67,12.0,4500,63.7
1064,0,61,13.5,20000,63.7
1065,0,30,12.0,20000,63.7
1066,1,29,12.0,20000,63.7
1067,0,49,2.5,30000,63.7
1068,0,39,10.0,20000,63.7
1069,1,28,12.0,20000,63.7
1070,0,41,12.0,20000,63.7
1071,0,70,8.0,6500,63.7
1072,0,18,12.0,30000,63.7
1073,0,47,16.0,30000,63.7
1074,0,17,10.0,30000,63.7
1075,0,37,8.0,20000,63.7
1076,1,31,18.0,30000,63.7
1077,0,72,10.0,5500,63.7
1078,0,31,12.0,20000,63.7
1079,1,22,10.0,5500,63.7
1080,0,32,13.5,12500,63.7
1081,0,19,10.0,12500,63.7
1082,0,31,12.0,30000,63.7
1083,1,18,12.0,30000,63.7
1084,0,58,2.5,6500,63.7
1085,0,28,13.5,20000,63.7
1086,1,68,8.0,5500,63.7
1087,1,44,8.0,20000,63.7
1088,1,19,10.0,3500,63.7
1089,1,27,15.0,20000,63.7
1090,0,19,12.0,20000,63.7
1091,0,65,10.0,20000,63.7
1092,0,75,2.5,12500,63.7
1093,0,45,18.0,30000,63.7
1094,1,21,12.0,20000,63.7
1095,1,19,12.0,20000,63.7
1096,0,31,12.0,12500,63.7
1097,0,25,16.0,30000,63.7
1098,0,45,12.0,30000,63.7
1099,1,20,12.0,30000,63.7
1100,1,40,16.0,30000,63.7
1101,0,20,12.0,20000,63.7
1102,1,25,10.0,20000,63.7
1103,0,80,12.0,20000,63.7
1104,0,32,18.0,30000,63.7
1105,0,39,16.0,30000,57.2
1106,0,19,12.0,30000,57.2
1107,1,38,12.0,12500,57.2
1108,0,57,12.0,30000,57.2
1109,0,88,8.0,12500,57.2
1110,0,57,18.0,30000,57.2
1111,1,19,12.0,8500,57.2
1112,0,18,12.0,30000,57.2
1113,0,43,12.0,30000,57.2
1114,0,55,18.0,30000,48.5
1115,0,28,6.0,5500,48.5
1116,1,32,12.0,30000,48.5
1117,1,31,10.0,12500,48.5
1118,1,17,10.0,12500,48.5
1119,0,57,8.0,6500,48.5
1120,0,23,12.0,20000,48.5
1121,0,54,16.0,30000,48.5
1122,0,43,10.0,12500,48.5
1123,1,17,10.0,30000,48.5
1124,0,17,10.0,8500,48.5
1125,1,29,10.0,20000,48.5
1126,0,74,12.0,20000,48.5
1127,1,18,12.0,20000,48.5
1128,0,57,12.0,30000,48.5
1129,0,58,12.0,30000,48.5
1130,0,33,13.5,20000,48.5
1131,0,20,10.0,4500,48.5
1132,0,62,12.0,20000,48.5
1133,0,60,12.0,20000,48.5
1134,0,26,13.5,30000,48.5
1135,0,26,13.5,30000,48.5
1136,0,19,10.0,12500,48.5
1137,0,21,12.0,8500,48.5
1138,1,56,16.0,20000,48.5
1139,1,46,16.0,30000,48.5
1140,1,46,12.0,30000,48.5
1141,1,59,12.0,30000,48.5
1142,1,31,13.5,30000,63.8
1143,1,52,8.0,30000,63.8
1144,0,35,12.0,30000,63.8
1145,1,46,12.0,20000,63.8
1146,1,37,12.0,30000,63.8
1147,0,17,12.0,30000,63.8
1148,1,31,12.0,30000,63.8
1149,0,33,12.0,30000,63.8
1150,0,57,18.0,20000,63.8
1151,0,68,10.0,12500,63.8
1152,1,28,18.0,20000,63.8
1153,0,19,10.0,30000,63.8
1154,0,52,18.0,20000,63.8
1155,0,30,16.0,30000,63.8
1156,0,41,13.5,30000,63.8
1157,0,19,12.0,12500,63.8
1158,0,43,15.0,30000,63.8
1159,1,65,13.5,20000,63.8
1160,0,28,12.0,6500,63.8
1161,0,60,12.0,20000,63.8
1162,0,56,12.0,30000,63.8
1163,1,50,12.0,12500,63.8
1164,0,58,12.0,20000,63.8
1165,0,64,18.0,30000,63.8
1166,0,62,13.5,20000,63.8
1167,1,23,12.0,20000,63.8
1168,1,41,12.0,30000,63.8
1169,1,63,12.0,30000,63.8
1170,0,40,12.0,20000,63.8
1171,0,61,10.0,30000,63.8
1172,0,54,12.0,30000,63.8
1173,0,33,18.0,30000,63.8
1174,1,50,12.0,30000,64.3
1175,0,68,6.0,5500,64.3
1176,0,74,2.5,6500,64.3
1177,0,23,12.0,20000,64.3
1178,1,19,10.0,20000,61.2
1179,1,42,8.0,20000,61.2
1180,1,58,12.0,20000,61.2
1181,0,25,13.5,20000,61.2
1182,0,24,10.0,12500,61.2
1183,0,27,10.0,4500,61.2
1184,1,43,13.5,20000,61.2
1185,1,38,10.0,20000,61.2
1186,0,23,16.0,12500,61.2
1187,1,29,10.0,6500,61.2
1188,1,22,12.0,8500,61.2
1189,0,54,16.0,30000,61.2
1190,0,42,12.0,30000,61.2
1191,0,21,12.0,30000,61.2
1192,0,37,18.0,20000,61.2
1193,1,34,12.0,5500,61.2
1194,0,63,10.0,12500,61.2
1195,0,27,13.5,20000,61.2
